"imun","mun","idmes","mes","casos_diarios","muertos_diarios","hospitalizados_diarios"
"7080","Siltepec","2","2020-02",0,0,0
"7080","Siltepec","3","2020-03",0,0,0
"7080","Siltepec","4","2020-04",0,0,0
"7080","Siltepec","5","2020-05",0,0,0
"7080","Siltepec","6","2020-06",2,0,0
"7080","Siltepec","7","2020-07",2,1,2
"7080","Siltepec","8","2020-08",7,0,0
"7080","Siltepec","9","2020-09",0,0,0
"7080","Siltepec","10","2020-10",1,0,0
"7080","Siltepec","11","2020-11",0,0,0
"7080","Siltepec","12","2020-12",0,0,0
"7081","Simojovel","1","2021-01",0,0,0
"7081","Simojovel","5","2020-05",12,2,3
"7081","Simojovel","6","2020-06",3,0,0
"7081","Simojovel","7","2020-07",1,0,0
"7081","Simojovel","8","2020-08",0,0,0
"7081","Simojovel","9","2020-09",1,0,0
"7081","Simojovel","10","2020-10",0,0,0
"7081","Simojovel","11","2020-11",0,0,0
"7081","Simojovel","12","2020-12",0,0,0
"7082","Sitalá","1","2021-01",0,0,0
"7082","Sitalá","6","2020-06",0,0,0
"7082","Sitalá","7","2020-07",1,0,1
"7082","Sitalá","8","2020-08",0,0,0
"7082","Sitalá","9","2020-09",0,0,0
"7082","Sitalá","10","2020-10",0,0,0
"7082","Sitalá","11","2020-11",0,0,0
"7082","Sitalá","12","2020-12",0,0,0
"7083","Socoltenango","1","2021-01",0,0,0
"7083","Socoltenango","3","2020-03",0,0,0
"7083","Socoltenango","4","2020-04",0,0,0
"7083","Socoltenango","5","2020-05",5,0,2
"7083","Socoltenango","6","2020-06",3,0,2
"7083","Socoltenango","7","2020-07",2,2,1
"7083","Socoltenango","8","2020-08",2,0,0
"7083","Socoltenango","9","2020-09",1,0,0
"7083","Socoltenango","10","2020-10",0,0,0
"7083","Socoltenango","11","2020-11",0,0,0
"7083","Socoltenango","12","2020-12",1,0,0
"7084","Solosuchiapa","1","2021-01",0,0,0
"7084","Solosuchiapa","6","2020-06",4,0,0
"7084","Solosuchiapa","7","2020-07",2,0,0
"7084","Solosuchiapa","8","2020-08",0,0,0
"7084","Solosuchiapa","9","2020-09",0,0,0
"7084","Solosuchiapa","10","2020-10",0,0,0
"7084","Solosuchiapa","11","2020-11",0,0,0
"7084","Solosuchiapa","12","2020-12",0,0,0
"7085","Soyaló","1","2021-01",0,0,0
"7085","Soyaló","4","2020-04",1,0,1
"7085","Soyaló","5","2020-05",0,1,0
"7085","Soyaló","6","2020-06",5,1,3
"7085","Soyaló","7","2020-07",0,0,0
"7085","Soyaló","8","2020-08",4,0,0
"7085","Soyaló","9","2020-09",1,0,1
"7085","Soyaló","10","2020-10",0,0,0
"7085","Soyaló","11","2020-11",0,0,0
"7085","Soyaló","12","2020-12",0,0,0
"7086","Suchiapa","1","2021-01",0,0,0
"7086","Suchiapa","3","2020-03",0,0,0
"7086","Suchiapa","4","2020-04",1,0,0
"7086","Suchiapa","5","2020-05",7,0,4
"7086","Suchiapa","6","2020-06",9,4,5
"7086","Suchiapa","7","2020-07",5,0,1
"7086","Suchiapa","8","2020-08",1,0,0
"7086","Suchiapa","9","2020-09",0,0,0
"7086","Suchiapa","10","2020-10",0,0,0
"7086","Suchiapa","11","2020-11",0,0,0
"7086","Suchiapa","12","2020-12",2,0,0
"7087","Suchiate","1","2021-01",0,0,0
"7087","Suchiate","5","2020-05",4,1,3
"7087","Suchiate","6","2020-06",10,4,7
"7087","Suchiate","7","2020-07",8,2,3
"7087","Suchiate","8","2020-08",0,0,0
"7087","Suchiate","9","2020-09",0,0,0
"7087","Suchiate","10","2020-10",1,0,1
"7087","Suchiate","11","2020-11",0,0,0
"7087","Suchiate","12","2020-12",0,0,0
"7088","Sunuapa","1","2021-01",0,0,0
"7088","Sunuapa","6","2020-06",0,0,0
"7088","Sunuapa","7","2020-07",0,0,0
"7088","Sunuapa","8","2020-08",0,0,0
"7088","Sunuapa","9","2020-09",1,0,0
"7088","Sunuapa","10","2020-10",0,0,0
"7088","Sunuapa","11","2020-11",0,0,0
"7088","Sunuapa","12","2020-12",0,0,0
"7089","Tapachula","1","2020-01",0,0,0
"7089","Tapachula","1","2021-01",142,16,34
"7089","Tapachula","2","2020-02",0,0,0
"7089","Tapachula","3","2020-03",3,0,1
"7089","Tapachula","4","2020-04",22,2,4
"7089","Tapachula","5","2020-05",331,37,126
"7089","Tapachula","6","2020-06",459,76,164
"7089","Tapachula","7","2020-07",181,61,57
"7089","Tapachula","8","2020-08",120,18,9
"7089","Tapachula","9","2020-09",79,2,6
"7089","Tapachula","10","2020-10",65,5,14
"7089","Tapachula","11","2020-11",17,1,2
"7089","Tapachula","12","2020-12",44,2,6
"7090","Tapalapa","1","2021-01",0,0,0
"7090","Tapalapa","6","2020-06",0,0,0
"7090","Tapalapa","7","2020-07",0,0,0
"7090","Tapalapa","8","2020-08",0,0,0
"7090","Tapalapa","9","2020-09",0,0,0
"7090","Tapalapa","10","2020-10",0,0,0
"7090","Tapalapa","11","2020-11",0,0,0
"7090","Tapalapa","12","2020-12",0,0,0
"7091","Tapilula","1","2021-01",0,0,0
"7091","Tapilula","4","2020-04",1,0,1
"7091","Tapilula","5","2020-05",1,0,0
"7091","Tapilula","6","2020-06",2,0,2
"7091","Tapilula","7","2020-07",2,2,2
"7091","Tapilula","8","2020-08",1,1,0
"7091","Tapilula","9","2020-09",0,0,0
"7091","Tapilula","10","2020-10",0,0,0
"7091","Tapilula","11","2020-11",0,0,0
"7091","Tapilula","12","2020-12",2,0,0
"7092","Tecpatán","1","2021-01",0,0,0
"7092","Tecpatán","4","2020-04",2,0,1
"7092","Tecpatán","5","2020-05",7,3,4
"7092","Tecpatán","6","2020-06",4,1,2
"7092","Tecpatán","7","2020-07",5,3,4
"7092","Tecpatán","8","2020-08",5,1,2
"7092","Tecpatán","9","2020-09",1,1,1
"7092","Tecpatán","10","2020-10",0,0,0
"7092","Tecpatán","11","2020-11",0,0,0
"7092","Tecpatán","12","2020-12",0,0,0
"7093","Tenejapa","1","2021-01",0,0,0
"7093","Tenejapa","6","2020-06",0,0,0
"7093","Tenejapa","7","2020-07",0,0,0
"7093","Tenejapa","8","2020-08",1,0,0
"7093","Tenejapa","9","2020-09",0,0,0
"7093","Tenejapa","10","2020-10",1,0,0
"7093","Tenejapa","11","2020-11",0,0,0
"7093","Tenejapa","12","2020-12",1,0,0
"7094","Teopisca","1","2021-01",0,0,0
"7094","Teopisca","4","2020-04",1,0,1
"7094","Teopisca","5","2020-05",3,0,2
"7094","Teopisca","6","2020-06",2,0,1
"7094","Teopisca","7","2020-07",3,0,1
"7094","Teopisca","8","2020-08",1,0,0
"7094","Teopisca","9","2020-09",0,0,0
"7094","Teopisca","10","2020-10",0,0,0
"7094","Teopisca","11","2020-11",0,0,0
"7094","Teopisca","12","2020-12",0,0,0
"7096","Tila","1","2021-01",1,0,1
"7096","Tila","3","2020-03",0,0,0
"7096","Tila","4","2020-04",2,0,1
"7096","Tila","5","2020-05",4,2,3
"7096","Tila","6","2020-06",8,2,4
"7096","Tila","7","2020-07",2,1,2
"7096","Tila","8","2020-08",0,0,0
"7096","Tila","9","2020-09",0,0,0
"7096","Tila","10","2020-10",0,0,0
"7096","Tila","11","2020-11",0,0,0
"7096","Tila","12","2020-12",0,0,0
"7097","Tonalá","1","2021-01",19,3,7
"7097","Tonalá","4","2020-04",18,1,1
"7097","Tonalá","5","2020-05",22,5,7
"7097","Tonalá","6","2020-06",58,13,52
"7097","Tonalá","7","2020-07",39,10,19
"7097","Tonalá","8","2020-08",23,3,9
"7097","Tonalá","9","2020-09",11,1,1
"7097","Tonalá","10","2020-10",6,0,2
"7097","Tonalá","11","2020-11",2,0,1
"7097","Tonalá","12","2020-12",18,0,2
"7098","Totolapa","1","2021-01",0,0,0
"7098","Totolapa","5","2020-05",1,0,1
"7098","Totolapa","6","2020-06",0,0,0
"7098","Totolapa","7","2020-07",0,0,0
"7098","Totolapa","8","2020-08",0,0,0
"7098","Totolapa","9","2020-09",0,0,0
"7098","Totolapa","10","2020-10",1,0,0
"7098","Totolapa","11","2020-11",0,0,0
"7098","Totolapa","12","2020-12",1,0,1
"7099","La Trinitaria","1","2020-01",0,0,0
"7099","La Trinitaria","1","2021-01",0,0,0
"7099","La Trinitaria","2","2020-02",0,0,0
"7099","La Trinitaria","3","2020-03",0,0,0
"7099","La Trinitaria","4","2020-04",0,0,0
"7099","La Trinitaria","5","2020-05",1,0,0
"7099","La Trinitaria","6","2020-06",6,3,5
"7099","La Trinitaria","7","2020-07",7,1,3
"7099","La Trinitaria","8","2020-08",2,1,0
"7099","La Trinitaria","9","2020-09",4,0,1
"7099","La Trinitaria","10","2020-10",3,0,1
"7099","La Trinitaria","11","2020-11",0,0,0
"7099","La Trinitaria","12","2020-12",1,0,1
"7100","Tumbalá","1","2021-01",0,0,0
"7100","Tumbalá","3","2020-03",0,0,0
"7100","Tumbalá","4","2020-04",7,1,3
"7100","Tumbalá","5","2020-05",2,0,2
"7100","Tumbalá","6","2020-06",2,0,2
"7100","Tumbalá","7","2020-07",1,0,0
"7100","Tumbalá","8","2020-08",1,0,0
"7100","Tumbalá","9","2020-09",0,0,0
"7100","Tumbalá","10","2020-10",0,0,0
"7100","Tumbalá","11","2020-11",0,0,0
"7100","Tumbalá","12","2020-12",1,0,1
"7101","Tuxtla Gutiérrez","1","2020-01",0,0,0
"7101","Tuxtla Gutiérrez","1","2021-01",551,91,175
"7101","Tuxtla Gutiérrez","2","2020-02",1,0,0
"7101","Tuxtla Gutiérrez","3","2020-03",8,0,0
"7101","Tuxtla Gutiérrez","4","2020-04",63,2,13
"7101","Tuxtla Gutiérrez","5","2020-05",806,46,147
"7101","Tuxtla Gutiérrez","6","2020-06",1177,199,349
"7101","Tuxtla Gutiérrez","7","2020-07",404,119,177
"7101","Tuxtla Gutiérrez","8","2020-08",142,33,38
"7101","Tuxtla Gutiérrez","9","2020-09",107,8,19
"7101","Tuxtla Gutiérrez","10","2020-10",71,5,11
"7101","Tuxtla Gutiérrez","11","2020-11",100,5,16
"7101","Tuxtla Gutiérrez","12","2020-12",358,28,81
"7102","Tuxtla Chico","1","2021-01",7,0,2
"7102","Tuxtla Chico","2","2020-02",0,0,0
"7102","Tuxtla Chico","3","2020-03",0,0,0
"7102","Tuxtla Chico","4","2020-04",0,0,0
"7102","Tuxtla Chico","5","2020-05",6,1,2
"7102","Tuxtla Chico","6","2020-06",25,2,5
"7102","Tuxtla Chico","7","2020-07",8,1,3
"7102","Tuxtla Chico","8","2020-08",6,0,0
"7102","Tuxtla Chico","9","2020-09",3,0,0
"7102","Tuxtla Chico","10","2020-10",7,0,1
"7102","Tuxtla Chico","11","2020-11",2,0,0
"7102","Tuxtla Chico","12","2020-12",1,0,0
"7103","Tuzantán","1","2021-01",1,1,1
"7103","Tuzantán","4","2020-04",0,0,0
"7103","Tuzantán","5","2020-05",1,0,1
"7103","Tuzantán","6","2020-06",9,4,5
"7103","Tuzantán","7","2020-07",11,1,2
"7103","Tuzantán","8","2020-08",0,1,0
"7103","Tuzantán","9","2020-09",0,0,0
"7103","Tuzantán","10","2020-10",0,0,0
"7103","Tuzantán","11","2020-11",0,0,0
"7103","Tuzantán","12","2020-12",1,0,1
"7104","Tzimol","1","2021-01",0,0,0
"7104","Tzimol","5","2020-05",3,2,1
"7104","Tzimol","6","2020-06",3,0,1
"7104","Tzimol","7","2020-07",3,0,1
"7104","Tzimol","8","2020-08",0,0,0
"7104","Tzimol","9","2020-09",1,0,0
"7104","Tzimol","10","2020-10",0,0,0
"7104","Tzimol","11","2020-11",0,0,0
"7104","Tzimol","12","2020-12",0,0,0
"7105","Unión Juárez","1","2021-01",0,0,0
"7105","Unión Juárez","4","2020-04",0,0,0
"7105","Unión Juárez","5","2020-05",0,0,0
"7105","Unión Juárez","6","2020-06",5,0,1
"7105","Unión Juárez","7","2020-07",3,0,1
"7105","Unión Juárez","8","2020-08",1,1,0
"7105","Unión Juárez","9","2020-09",0,0,0
"7105","Unión Juárez","10","2020-10",0,0,0
"7105","Unión Juárez","11","2020-11",0,0,0
"7105","Unión Juárez","12","2020-12",0,0,0
"7106","Venustiano Carranza","1","2021-01",3,2,1
"7106","Venustiano Carranza","4","2020-04",3,0,2
"7106","Venustiano Carranza","5","2020-05",40,7,14
"7106","Venustiano Carranza","6","2020-06",28,7,14
"7106","Venustiano Carranza","7","2020-07",12,4,8
"7106","Venustiano Carranza","8","2020-08",3,3,3
"7106","Venustiano Carranza","9","2020-09",1,0,1
"7106","Venustiano Carranza","10","2020-10",0,1,0
"7106","Venustiano Carranza","11","2020-11",0,0,0
"7106","Venustiano Carranza","12","2020-12",1,0,0
"7107","Villa Corzo","1","2021-01",0,0,0
"7107","Villa Corzo","3","2020-03",0,0,0
"7107","Villa Corzo","4","2020-04",1,0,0
"7107","Villa Corzo","5","2020-05",7,0,4
"7107","Villa Corzo","6","2020-06",7,2,4
"7107","Villa Corzo","7","2020-07",11,1,5
"7107","Villa Corzo","8","2020-08",0,1,0
"7107","Villa Corzo","9","2020-09",3,0,0
"7107","Villa Corzo","10","2020-10",0,0,0
"7107","Villa Corzo","11","2020-11",1,0,0
"7107","Villa Corzo","12","2020-12",3,0,0
"7108","Villaflores","1","2021-01",7,1,4
"7108","Villaflores","3","2020-03",0,0,0
"7108","Villaflores","4","2020-04",3,0,2
"7108","Villaflores","5","2020-05",13,1,8
"7108","Villaflores","6","2020-06",23,0,11
"7108","Villaflores","7","2020-07",15,2,7
"7108","Villaflores","8","2020-08",14,3,7
"7108","Villaflores","9","2020-09",1,1,0
"7108","Villaflores","10","2020-10",0,0,0
"7108","Villaflores","11","2020-11",3,0,1
"7108","Villaflores","12","2020-12",4,0,2
"7109","Yajalón","1","2021-01",1,0,0
"7109","Yajalón","3","2020-03",0,0,0
"7109","Yajalón","4","2020-04",4,0,0
"7109","Yajalón","5","2020-05",12,0,4
"7109","Yajalón","6","2020-06",7,1,3
"7109","Yajalón","7","2020-07",5,1,3
"7109","Yajalón","8","2020-08",0,1,0
"7109","Yajalón","9","2020-09",0,0,0
"7109","Yajalón","10","2020-10",1,0,1
"7109","Yajalón","11","2020-11",0,0,0
"7109","Yajalón","12","2020-12",0,0,0
"7110","San Lucas","1","2021-01",0,0,0
"7110","San Lucas","5","2020-05",1,0,0
"7110","San Lucas","6","2020-06",0,0,0
"7110","San Lucas","7","2020-07",0,0,0
"7110","San Lucas","8","2020-08",1,1,1
"7110","San Lucas","9","2020-09",0,0,0
"7110","San Lucas","10","2020-10",0,0,0
"7110","San Lucas","11","2020-11",0,0,0
"7110","San Lucas","12","2020-12",0,0,0
"7111","Zinacantán","1","2021-01",0,0,0
"7111","Zinacantán","5","2020-05",2,0,1
"7111","Zinacantán","6","2020-06",0,0,0
"7111","Zinacantán","7","2020-07",1,0,1
"7111","Zinacantán","8","2020-08",1,0,0
"7111","Zinacantán","9","2020-09",0,0,0
"7111","Zinacantán","10","2020-10",0,0,0
"7111","Zinacantán","11","2020-11",1,0,0
"7111","Zinacantán","12","2020-12",0,0,0
"7112","San Juan Cancuc","1","2021-01",0,0,0
"7112","San Juan Cancuc","6","2020-06",0,0,0
"7112","San Juan Cancuc","7","2020-07",0,0,0
"7112","San Juan Cancuc","8","2020-08",0,0,0
"7112","San Juan Cancuc","9","2020-09",0,0,0
"7112","San Juan Cancuc","10","2020-10",0,0,0
"7112","San Juan Cancuc","11","2020-11",1,0,0
"7112","San Juan Cancuc","12","2020-12",2,0,0
"7113","Aldama","1","2021-01",0,0,0
"7113","Aldama","6","2020-06",0,0,0
"7113","Aldama","7","2020-07",0,0,0
"7113","Aldama","8","2020-08",0,0,0
"7113","Aldama","9","2020-09",0,0,0
"7113","Aldama","10","2020-10",0,0,0
"7113","Aldama","11","2020-11",3,0,0
"7113","Aldama","12","2020-12",0,0,0
"7114","Benemérito de las Américas","1","2021-01",0,0,0
"7114","Benemérito de las Américas","4","2020-04",0,0,0
"7114","Benemérito de las Américas","5","2020-05",8,0,5
"7114","Benemérito de las Américas","6","2020-06",12,4,7
"7114","Benemérito de las Américas","7","2020-07",19,2,5
"7114","Benemérito de las Américas","8","2020-08",0,0,0
"7114","Benemérito de las Américas","9","2020-09",1,0,0
"7114","Benemérito de las Américas","10","2020-10",0,0,0
"7114","Benemérito de las Américas","11","2020-11",0,0,0
"7114","Benemérito de las Américas","12","2020-12",0,0,0
"7115","Maravilla Tenejapa","1","2020-01",0,0,0
"7115","Maravilla Tenejapa","1","2021-01",0,0,0
"7115","Maravilla Tenejapa","2","2020-02",0,0,0
"7115","Maravilla Tenejapa","3","2020-03",0,0,0
"7115","Maravilla Tenejapa","4","2020-04",0,0,0
"7115","Maravilla Tenejapa","5","2020-05",0,0,0
"7115","Maravilla Tenejapa","6","2020-06",0,0,0
"7115","Maravilla Tenejapa","7","2020-07",0,0,0
"7115","Maravilla Tenejapa","8","2020-08",0,0,0
"7115","Maravilla Tenejapa","9","2020-09",0,0,0
"7115","Maravilla Tenejapa","10","2020-10",0,0,0
"7115","Maravilla Tenejapa","11","2020-11",0,0,0
"7115","Maravilla Tenejapa","12","2020-12",0,0,0
"7116","Marqués de Comillas","1","2021-01",0,0,0
"7116","Marqués de Comillas","6","2020-06",2,0,2
"7116","Marqués de Comillas","7","2020-07",3,1,1
"7116","Marqués de Comillas","8","2020-08",1,0,1
"7116","Marqués de Comillas","9","2020-09",0,0,0
"7116","Marqués de Comillas","10","2020-10",0,0,0
"7116","Marqués de Comillas","11","2020-11",0,0,0
"7116","Marqués de Comillas","12","2020-12",0,0,0
"7117","Montecristo de Guerrero","1","2021-01",0,0,0
"7117","Montecristo de Guerrero","4","2020-04",0,0,0
"7117","Montecristo de Guerrero","5","2020-05",0,0,0
"7117","Montecristo de Guerrero","6","2020-06",0,0,0
"7117","Montecristo de Guerrero","7","2020-07",1,0,0
"7117","Montecristo de Guerrero","8","2020-08",3,0,1
"7117","Montecristo de Guerrero","9","2020-09",2,0,0
"7117","Montecristo de Guerrero","10","2020-10",0,0,0
"7117","Montecristo de Guerrero","11","2020-11",0,0,0
"7117","Montecristo de Guerrero","12","2020-12",0,0,0
"7119","Santiago el Pinar","1","2021-01",0,0,0
"7119","Santiago el Pinar","6","2020-06",0,0,0
"7119","Santiago el Pinar","7","2020-07",0,0,0
"7119","Santiago el Pinar","8","2020-08",1,0,0
"7119","Santiago el Pinar","9","2020-09",1,0,0
"7119","Santiago el Pinar","10","2020-10",1,0,0
"7119","Santiago el Pinar","11","2020-11",0,0,0
"7119","Santiago el Pinar","12","2020-12",1,0,0
"7122","El Parral","1","2021-01",0,0,0
"7122","El Parral","5","2020-05",4,0,0
"7122","El Parral","6","2020-06",4,0,2
"7122","El Parral","7","2020-07",1,0,0
"7122","El Parral","8","2020-08",4,0,0
"7122","El Parral","9","2020-09",1,0,0
"7122","El Parral","10","2020-10",0,0,0
"7122","El Parral","11","2020-11",0,0,0
"7122","El Parral","12","2020-12",2,0,1
"7123","Emiliano Zapata","1","2021-01",0,0,0
"7123","Emiliano Zapata","5","2020-05",2,0,0
"7123","Emiliano Zapata","6","2020-06",0,0,0
"7123","Emiliano Zapata","7","2020-07",0,0,0
"7123","Emiliano Zapata","8","2020-08",0,0,0
"7123","Emiliano Zapata","9","2020-09",0,0,0
"7123","Emiliano Zapata","10","2020-10",0,0,0
"7123","Emiliano Zapata","11","2020-11",0,0,0
"7123","Emiliano Zapata","12","2020-12",0,0,0
"7124","Mezcalapa","1","2021-01",0,0,0
"7124","Mezcalapa","5","2020-05",1,0,1
"7124","Mezcalapa","6","2020-06",0,0,0
"7124","Mezcalapa","7","2020-07",0,0,0
"7124","Mezcalapa","8","2020-08",0,0,0
"7124","Mezcalapa","9","2020-09",0,0,0
"7124","Mezcalapa","10","2020-10",1,0,0
"7124","Mezcalapa","11","2020-11",0,0,0
"7124","Mezcalapa","12","2020-12",0,0,0
"7999","No Informado","1","2021-01",0,0,0
"7999","No Informado","10","2020-10",1,0,1
"7999","No Informado","11","2020-11",0,0,0
"7999","No Informado","12","2020-12",0,0,0
"8001","Ahumada","1","2021-01",2,1,1
"8001","Ahumada","2","2020-02",0,0,0
"8001","Ahumada","3","2020-03",0,0,0
"8001","Ahumada","4","2020-04",3,0,1
"8001","Ahumada","5","2020-05",2,0,0
"8001","Ahumada","6","2020-06",1,0,1
"8001","Ahumada","7","2020-07",2,0,2
"8001","Ahumada","8","2020-08",5,0,3
"8001","Ahumada","9","2020-09",6,2,1
"8001","Ahumada","10","2020-10",29,4,5
"8001","Ahumada","11","2020-11",23,1,3
"8001","Ahumada","12","2020-12",3,2,1
"8002","Aldama","1","2021-01",18,3,4
"8002","Aldama","4","2020-04",1,0,1
"8002","Aldama","5","2020-05",1,0,0
"8002","Aldama","6","2020-06",3,0,2
"8002","Aldama","7","2020-07",6,0,0
"8002","Aldama","8","2020-08",6,0,1
"8002","Aldama","9","2020-09",14,1,5
"8002","Aldama","10","2020-10",27,1,3
"8002","Aldama","11","2020-11",31,3,11
"8002","Aldama","12","2020-12",29,3,7
"8003","Allende","1","2021-01",5,2,3
"8003","Allende","2","2020-02",0,0,0
"8003","Allende","3","2020-03",0,0,0
"8003","Allende","4","2020-04",0,0,0
"8003","Allende","5","2020-05",2,0,1
"8003","Allende","6","2020-06",2,1,2
"8003","Allende","7","2020-07",1,0,0
"8003","Allende","8","2020-08",1,0,0
"8003","Allende","9","2020-09",2,0,0
"8003","Allende","10","2020-10",12,0,3
"8003","Allende","11","2020-11",33,1,4
"8003","Allende","12","2020-12",8,0,1
"8004","Aquiles Serdán","1","2021-01",1,1,1
"8004","Aquiles Serdán","5","2020-05",0,0,0
"8004","Aquiles Serdán","6","2020-06",5,0,1
"8004","Aquiles Serdán","7","2020-07",22,1,2
"8004","Aquiles Serdán","8","2020-08",18,1,7
"8004","Aquiles Serdán","9","2020-09",26,1,3
"8004","Aquiles Serdán","10","2020-10",7,1,1
"8004","Aquiles Serdán","11","2020-11",11,3,6
"8004","Aquiles Serdán","12","2020-12",2,0,0
"8005","Ascensión","1","2021-01",2,0,2
"8005","Ascensión","4","2020-04",1,1,1
"8005","Ascensión","5","2020-05",4,0,1
"8005","Ascensión","6","2020-06",4,1,2
"8005","Ascensión","7","2020-07",34,3,11
"8005","Ascensión","8","2020-08",9,1,1
"8005","Ascensión","9","2020-09",0,1,0
"8005","Ascensión","10","2020-10",12,4,8
"8005","Ascensión","11","2020-11",4,3,3
"8005","Ascensión","12","2020-12",4,2,2
"8006","Bachíniva","1","2021-01",2,1,2
"8006","Bachíniva","4","2020-04",5,0,4
"8006","Bachíniva","5","2020-05",0,1,0
"8006","Bachíniva","6","2020-06",0,0,0
"8006","Bachíniva","7","2020-07",2,0,0
"8006","Bachíniva","8","2020-08",1,0,1
"8006","Bachíniva","9","2020-09",0,0,0
"8006","Bachíniva","10","2020-10",3,0,2
"8006","Bachíniva","11","2020-11",1,0,1
"8006","Bachíniva","12","2020-12",0,0,0
"8007","Balleza","1","2021-01",3,1,3
"8007","Balleza","6","2020-06",2,1,1
"8007","Balleza","7","2020-07",1,0,1
"8007","Balleza","8","2020-08",0,0,0
"8007","Balleza","9","2020-09",0,0,0
"8007","Balleza","10","2020-10",3,1,2
"8007","Balleza","11","2020-11",3,0,0
"8007","Balleza","12","2020-12",3,0,2
"8008","Batopilas de Manuel Gómez Morín","1","2021-01",0,0,0
"8008","Batopilas de Manuel Gómez Morín","7","2020-07",3,0,2
"8008","Batopilas de Manuel Gómez Morín","8","2020-08",1,0,0
"8008","Batopilas de Manuel Gómez Morín","9","2020-09",1,0,0
"8008","Batopilas de Manuel Gómez Morín","10","2020-10",0,0,0
"8008","Batopilas de Manuel Gómez Morín","11","2020-11",2,0,0
"8008","Batopilas de Manuel Gómez Morín","12","2020-12",0,0,0
"8009","Bocoyna","1","2021-01",18,2,2
"8009","Bocoyna","3","2020-03",0,0,0
"8009","Bocoyna","4","2020-04",1,0,1
"8009","Bocoyna","5","2020-05",1,0,1
"8009","Bocoyna","6","2020-06",9,1,2
"8009","Bocoyna","7","2020-07",28,3,1
"8009","Bocoyna","8","2020-08",40,1,7
"8009","Bocoyna","9","2020-09",19,0,1
"8009","Bocoyna","10","2020-10",21,2,5
"8009","Bocoyna","11","2020-11",73,2,7
"8009","Bocoyna","12","2020-12",21,1,4
"8010","Buenaventura","1","2021-01",3,0,1
"8010","Buenaventura","4","2020-04",1,0,1
"8010","Buenaventura","5","2020-05",1,1,1
"8010","Buenaventura","6","2020-06",0,0,0
"8010","Buenaventura","7","2020-07",1,0,1
"8010","Buenaventura","8","2020-08",1,1,0
"8010","Buenaventura","9","2020-09",11,0,0
"8010","Buenaventura","10","2020-10",14,0,3
"8010","Buenaventura","11","2020-11",14,6,11
"8010","Buenaventura","12","2020-12",0,0,0
"8011","Camargo","1","2020-01",0,0,0
"8011","Camargo","1","2021-01",15,4,11
"8011","Camargo","2","2020-02",0,0,0
"8011","Camargo","3","2020-03",0,0,0
"8011","Camargo","4","2020-04",1,1,1
"8011","Camargo","5","2020-05",4,1,2
"8011","Camargo","6","2020-06",10,0,5
